mu,phi,nu_ring
0.0,0.47123889803846897,1
0.0,0.6283185307179586,1
0.0,0.7853981633974483,1
0.0,0.9424777960769379,1
0.0,1.0995574287564276,1
0.0,1.2566370614359172,1
0.0,1.413716694115407,1
0.0,1.5707963267948966,1
0.0,1.7278759594743862,1
0.0,1.8849555921538759,1
0.0,2.0420352248333655,1
0.0,2.199114857512855,1
0.0,2.356194490192345,1
0.0,2.5132741228718345,1
0.0,2.670353755551324,1
0.0,2.827433388230814,1
0.0,2.9845130209103035,1
0.0,3.141592653589793,1
0.0,3.2986722862692828,1
0.0,3.4557519189487724,1
0.0,3.612831551628262,1
0.0,3.7699111843077517,1
0.0,3.9269908169872414,1
0.0,4.084070449666731,1
0.0,4.241150082346221,1
0.0,4.39822971502571,1
0.0,4.5553093477052,1
0.0,4.71238898038469,1
0.0,4.869468613064179,1
0.0,5.026548245743669,1
0.0,5.183627878423159,1
0.0,5.340707511102648,1
0.0,5.497787143782138,1
0.0,5.654866776461628,1
0.0,5.811946409141117,1
0.0,5.969026041820607,1
0.0,6.126105674500097,1
0.0,6.283185307179586,1
0.16666666666666652,0.0,1
0.16666666666666652,0.15707963267948966,1
0.16666666666666652,0.3141592653589793,1
0.16666666666666652,0.47123889803846897,1
0.16666666666666652,0.6283185307179586,1
0.16666666666666652,0.7853981633974483,1
0.16666666666666652,0.9424777960769379,1
0.16666666666666652,1.0995574287564276,1
0.16666666666666652,1.2566370614359172,1
0.16666666666666652,1.413716694115407,1
0.16666666666666652,1.5707963267948966,1
0.16666666666666652,1.7278759594743862,1
0.16666666666666652,1.8849555921538759,1
0.16666666666666652,2.0420352248333655,1
0.16666666666666652,2.199114857512855,-1
0.16666666666666652,2.356194490192345,-1
0.16666666666666652,2.5132741228718345,-1
0.16666666666666652,2.670353755551324,-1
0.16666666666666652,2.827433388230814,-1
0.16666666666666652,2.9845130209103035,-1
0.16666666666666652,3.141592653589793,-1
0.16666666666666652,3.2986722862692828,-1
0.16666666666666652,3.4557519189487724,-1
0.16666666666666652,3.612831551628262,-1
0.16666666666666652,3.7699111843077517,-1
0.16666666666666652,3.9269908169872414,-1
0.16666666666666652,4.084070449666731,-1
0.16666666666666652,4.241150082346221,1
0.16666666666666652,4.39822971502571,1
0.16666666666666652,4.5553093477052,1
0.16666666666666652,4.71238898038469,1
0.16666666666666652,4.869468613064179,1
0.16666666666666652,5.026548245743669,1
0.16666666666666652,5.183627878423159,1
0.16666666666666652,5.340707511102648,1
0.16666666666666652,5.497787143782138,1
0.16666666666666652,5.654866776461628,1
0.16666666666666652,5.811946409141117,1
0.16666666666666652,5.969026041820607,1
0.16666666666666652,6.126105674500097,1
0.16666666666666652,6.283185307179586,1
0.33333333333333304,0.0,1
0.33333333333333304,0.15707963267948966,1
0.33333333333333304,0.3141592653589793,1
0.33333333333333304,0.47123889803846897,1
0.33333333333333304,0.6283185307179586,1
0.33333333333333304,0.7853981633974483,1
0.33333333333333304,0.9424777960769379,1
0.33333333333333304,1.0995574287564276,1
0.33333333333333304,1.2566370614359172,1
0.33333333333333304,1.413716694115407,1
0.33333333333333304,1.5707963267948966,1
0.33333333333333304,1.7278759594743862,1
0.33333333333333304,1.8849555921538759,-1
0.33333333333333304,2.0420352248333655,-1
0.33333333333333304,2.199114857512855,-1
0.33333333333333304,2.356194490192345,-1
0.33333333333333304,2.5132741228718345,-1
0.33333333333333304,2.670353755551324,-1
0.33333333333333304,2.827433388230814,-1
0.33333333333333304,2.9845130209103035,-1
0.33333333333333304,3.141592653589793,-1
0.33333333333333304,3.2986722862692828,-1
0.33333333333333304,3.4557519189487724,-1
0.33333333333333304,3.612831551628262,-1
0.33333333333333304,3.7699111843077517,-1
0.33333333333333304,3.9269908169872414,-1
0.33333333333333304,4.084070449666731,-1
0.33333333333333304,4.241150082346221,-1
0.33333333333333304,4.39822971502571,-1
0.33333333333333304,4.5553093477052,1
0.33333333333333304,4.71238898038469,1
0.33333333333333304,4.869468613064179,1
0.33333333333333304,5.026548245743669,1
0.33333333333333304,5.183627878423159,1
0.33333333333333304,5.340707511102648,1
0.33333333333333304,5.497787143782138,1
0.33333333333333304,5.654866776461628,1
0.33333333333333304,5.811946409141117,1
0.33333333333333304,5.969026041820607,1
0.33333333333333304,6.126105674500097,1
0.33333333333333304,6.283185307179586,1
0.5,0.0,1
0.5,0.15707963267948966,1
0.5,0.3141592653589793,1
0.5,0.47123889803846897,1
0.5,0.6283185307179586,1
0.5,0.7853981633974483,1
0.5,0.9424777960769379,1
0.5,1.0995574287564276,1
0.5,1.2566370614359172,1
0.5,1.413716694115407,1
0.5,1.5707963267948966,-1
0.5,1.7278759594743862,-1
0.5,1.8849555921538759,-1
0.5,2.0420352248333655,-1
0.5,2.199114857512855,-1
0.5,2.356194490192345,-1
0.5,2.5132741228718345,-1
0.5,2.670353755551324,-1
0.5,2.827433388230814,-1
0.5,2.9845130209103035,-1
0.5,3.141592653589793,-1
0.5,3.2986722862692828,-1
0.5,3.4557519189487724,-1
0.5,3.612831551628262,-1
0.5,3.7699111843077517,-1
0.5,3.9269908169872414,-1
0.5,4.084070449666731,-1
0.5,4.241150082346221,-1
0.5,4.39822971502571,-1
0.5,4.5553093477052,-1
0.5,4.71238898038469,-1
0.5,4.869468613064179,1
0.5,5.026548245743669,1
0.5,5.183627878423159,1
0.5,5.340707511102648,1
0.5,5.497787143782138,1
0.5,5.654866776461628,1
0.5,5.811946409141117,1
0.5,5.969026041820607,1
0.5,6.126105674500097,1
0.5,6.283185307179586,1
0.6666666666666665,0.0,1
0.6666666666666665,0.15707963267948966,1
0.6666666666666665,0.3141592653589793,1
0.6666666666666665,0.47123889803846897,1
0.6666666666666665,0.6283185307179586,1
0.6666666666666665,0.7853981633974483,1
0.6666666666666665,0.9424777960769379,1
0.6666666666666665,1.0995574287564276,1
0.6666666666666665,1.2566370614359172,-1
0.6666666666666665,1.413716694115407,-1
0.6666666666666665,1.5707963267948966,-1
0.6666666666666665,1.7278759594743862,-1
0.6666666666666665,1.8849555921538759,-1
0.6666666666666665,2.0420352248333655,-1
0.6666666666666665,2.199114857512855,-1
0.6666666666666665,2.356194490192345,-1
0.6666666666666665,2.5132741228718345,-1
0.6666666666666665,2.670353755551324,-1
0.6666666666666665,2.827433388230814,-1
0.6666666666666665,2.9845130209103035,-1
0.6666666666666665,3.141592653589793,-1
0.6666666666666665,3.2986722862692828,-1
0.6666666666666665,3.4557519189487724,-1
0.6666666666666665,3.612831551628262,-1
0.6666666666666665,3.7699111843077517,-1
0.6666666666666665,3.9269908169872414,-1
0.6666666666666665,4.084070449666731,-1
0.6666666666666665,4.241150082346221,-1
0.6666666666666665,4.39822971502571,-1
0.6666666666666665,4.5553093477052,-1
0.6666666666666665,4.71238898038469,-1
0.6666666666666665,4.869468613064179,-1
0.6666666666666665,5.026548245743669,-1
0.6666666666666665,5.183627878423159,1
0.6666666666666665,5.340707511102648,1
0.6666666666666665,5.497787143782138,1
0.6666666666666665,5.654866776461628,1
0.6666666666666665,5.811946409141117,1
0.6666666666666665,5.969026041820607,1
0.6666666666666665,6.126105674500097,1
0.6666666666666665,6.283185307179586,1
0.833333333333333,0.0,1
0.833333333333333,0.15707963267948966,1
0.833333333333333,0.3141592653589793,1
0.833333333333333,0.47123889803846897,1
0.833333333333333,0.6283185307179586,1
0.833333333333333,0.7853981633974483,1
0.833333333333333,0.9424777960769379,-1
0.833333333333333,1.0995574287564276,-1
0.833333333333333,1.2566370614359172,-1
0.833333333333333,1.413716694115407,-1
0.833333333333333,1.5707963267948966,-1
0.833333333333333,1.7278759594743862,-1
0.833333333333333,1.8849555921538759,-1
0.833333333333333,2.0420352248333655,-1
0.833333333333333,2.199114857512855,-1
0.833333333333333,2.356194490192345,-1
0.833333333333333,2.5132741228718345,-1
0.833333333333333,2.670353755551324,-1
0.833333333333333,2.827433388230814,-1
0.833333333333333,2.9845130209103035,-1
0.833333333333333,3.141592653589793,-1
0.833333333333333,3.2986722862692828,-1
0.833333333333333,3.4557519189487724,-1
0.833333333333333,3.612831551628262,-1
0.833333333333333,3.7699111843077517,-1
0.833333333333333,3.9269908169872414,-1
0.833333333333333,4.084070449666731,-1
0.833333333333333,4.241150082346221,-1
0.833333333333333,4.39822971502571,-1
0.833333333333333,4.5553093477052,-1
0.833333333333333,4.71238898038469,-1
0.833333333333333,4.869468613064179,-1
0.833333333333333,5.026548245743669,-1
0.833333333333333,5.183627878423159,-1
0.833333333333333,5.340707511102648,-1
0.833333333333333,5.497787143782138,1
0.833333333333333,5.654866776461628,1
0.833333333333333,5.811946409141117,1
0.833333333333333,5.969026041820607,1
0.833333333333333,6.126105674500097,1
0.833333333333333,6.283185307179586,1
1.0,0.0,1
1.0,0.15707963267948966,1
1.0,0.3141592653589793,1
1.0,0.47123889803846897,1
1.0,0.6283185307179586,-1
1.0,0.7853981633974483,-1
1.0,0.9424777960769379,-1
1.0,1.0995574287564276,-1
1.0,1.2566370614359172,-1
1.0,1.413716694115407,-1
1.0,1.5707963267948966,-1
1.0,1.7278759594743862,-1
1.0,1.8849555921538759,-1
1.0,2.0420352248333655,-1
1.0,2.199114857512855,-1
1.0,2.356194490192345,-1
1.0,2.5132741228718345,-1
1.0,2.670353755551324,-1
1.0,2.827433388230814,-1
1.0,2.9845130209103035,-1
1.0,3.141592653589793,-1
1.0,3.2986722862692828,-1
1.0,3.4557519189487724,-1
1.0,3.612831551628262,-1
1.0,3.7699111843077517,-1
1.0,3.9269908169872414,-1
1.0,4.084070449666731,-1
1.0,4.241150082346221,-1
1.0,4.39822971502571,-1
1.0,4.5553093477052,-1
1.0,4.71238898038469,-1
1.0,4.869468613064179,-1
1.0,5.026548245743669,-1
1.0,5.183627878423159,-1
1.0,5.340707511102648,-1
1.0,5.497787143782138,-1
1.0,5.654866776461628,-1
1.0,5.811946409141117,1
1.0,5.969026041820607,1
1.0,6.126105674500097,1
1.0,6.283185307179586,1
1.1666666666666665,0.0,-1
1.1666666666666665,0.15707963267948966,-1
1.1666666666666665,0.3141592653589793,-1
1.1666666666666665,0.47123889803846897,-1
1.1666666666666665,0.6283185307179586,-1
1.1666666666666665,0.7853981633974483,-1
1.1666666666666665,0.9424777960769379,-1
1.1666666666666665,1.0995574287564276,-1
1.1666666666666665,1.2566370614359172,-1
1.1666666666666665,1.413716694115407,-1
1.1666666666666665,1.5707963267948966,-1
1.1666666666666665,1.7278759594743862,-1
1.1666666666666665,1.8849555921538759,-1
1.1666666666666665,2.0420352248333655,-1
1.1666666666666665,2.199114857512855,-1
1.1666666666666665,2.356194490192345,-1
1.1666666666666665,2.5132741228718345,-1
1.1666666666666665,2.670353755551324,-1
1.1666666666666665,2.827433388230814,-1
1.1666666666666665,2.9845130209103035,-1
1.1666666666666665,3.141592653589793,-1
1.1666666666666665,3.2986722862692828,-1
1.1666666666666665,3.4557519189487724,-1
1.1666666666666665,3.612831551628262,-1
1.1666666666666665,3.7699111843077517,-1
1.1666666666666665,3.9269908169872414,-1
1.1666666666666665,4.084070449666731,-1
1.1666666666666665,4.241150082346221,-1
1.1666666666666665,4.39822971502571,-1
1.1666666666666665,4.5553093477052,-1
1.1666666666666665,4.71238898038469,-1
1.1666666666666665,4.869468613064179,-1
1.1666666666666665,5.026548245743669,-1
1.1666666666666665,5.183627878423159,-1
1.1666666666666665,5.340707511102648,-1
1.1666666666666665,5.497787143782138,-1
1.1666666666666665,5.654866776461628,-1
1.1666666666666665,5.811946409141117,-1
1.1666666666666665,5.969026041820607,-1
1.1666666666666665,6.126105674500097,-1
1.1666666666666665,6.283185307179586,-1
1.333333333333333,0.0,-1
1.333333333333333,0.15707963267948966,-1
1.333333333333333,0.3141592653589793,-1
1.333333333333333,0.47123889803846897,-1
1.333333333333333,0.6283185307179586,-1
1.333333333333333,0.7853981633974483,-1
1.333333333333333,0.9424777960769379,-1
1.333333333333333,1.0995574287564276,-1
1.333333333333333,1.2566370614359172,-1
1.333333333333333,1.413716694115407,-1
1.333333333333333,1.5707963267948966,-1
1.333333333333333,1.7278759594743862,-1
1.333333333333333,1.8849555921538759,-1
1.333333333333333,2.0420352248333655,-1
1.333333333333333,2.199114857512855,-1
1.333333333333333,2.356194490192345,-1
1.333333333333333,2.5132741228718345,-1
1.333333333333333,2.670353755551324,-1
1.333333333333333,2.827433388230814,-1
1.333333333333333,2.9845130209103035,-1
1.333333333333333,3.141592653589793,-1
1.333333333333333,3.2986722862692828,-1
1.333333333333333,3.4557519189487724,-1
1.333333333333333,3.612831551628262,-1
1.333333333333333,3.7699111843077517,-1
1.333333333333333,3.9269908169872414,-1
1.333333333333333,4.084070449666731,-1
1.333333333333333,4.241150082346221,-1
1.333333333333333,4.39822971502571,-1
1.333333333333333,4.5553093477052,-1
1.333333333333333,4.71238898038469,-1
1.333333333333333,4.869468613064179,-1
1.333333333333333,5.026548245743669,-1
1.333333333333333,5.183627878423159,-1
1.333333333333333,5.340707511102648,-1
1.333333333333333,5.497787143782138,-1
1.333333333333333,5.654866776461628,-1
1.333333333333333,5.811946409141117,-1
1.333333333333333,5.969026041820607,-1
1.333333333333333,6.126105674500097,-1
1.333333333333333,6.283185307179586,-1
1.5,0.0,-1
1.5,0.15707963267948966,-1
1.5,0.3141592653589793,-1
1.5,0.47123889803846897,-1
1.5,0.6283185307179586,-1
1.5,0.7853981633974483,-1
1.5,0.9424777960769379,-1
1.5,1.0995574287564276,-1
1.5,1.2566370614359172,-1
1.5,1.413716694115407,-1
1.5,1.5707963267948966,-1
1.5,1.7278759594743862,-1
1.5,1.8849555921538759,-1
1.5,2.0420352248333655,-1
1.5,2.199114857512855,-1
1.5,2.356194490192345,-1
1.5,2.5132741228718345,-1
1.5,2.670353755551324,-1
1.5,2.827433388230814,-1
1.5,2.9845130209103035,-1
1.5,3.141592653589793,-1
1.5,3.2986722862692828,-1
1.5,3.4557519189487724,-1
1.5,3.612831551628262,-1
1.5,3.7699111843077517,-1
1.5,3.9269908169872414,-1
1.5,4.084070449666731,-1
1.5,4.241150082346221,-1
1.5,4.39822971502571,-1
1.5,4.5553093477052,-1
1.5,4.71238898038469,-1
1.5,4.869468613064179,-1
1.5,5.026548245743669,-1
1.5,5.183627878423159,-1
1.5,5.340707511102648,-1
1.5,5.497787143782138,-1
1.5,5.654866776461628,-1
1.5,5.811946409141117,-1
1.5,5.969026041820607,-1
1.5,6.126105674500097,-1
1.5,6.283185307179586,-1
1.666666666666666,0.0,-1
1.666666666666666,0.15707963267948966,-1
1.666666666666666,0.3141592653589793,-1
1.666666666666666,0.47123889803846897,-1
1.666666666666666,0.6283185307179586,-1
1.666666666666666,0.7853981633974483,-1
1.666666666666666,0.9424777960769379,-1
1.666666666666666,1.0995574287564276,-1
1.666666666666666,1.2566370614359172,-1
1.666666666666666,1.413716694115407,-1
1.666666666666666,1.5707963267948966,-1
1.666666666666666,1.7278759594743862,-1
1.666666666666666,1.8849555921538759,-1
1.666666666666666,2.0420352248333655,-1
1.666666666666666,2.199114857512855,-1
1.666666666666666,2.356194490192345,-1
1.666666666666666,2.5132741228718345,-1
1.666666666666666,2.670353755551324,-1
1.666666666666666,2.827433388230814,-1
1.666666666666666,2.9845130209103035,-1
1.666666666666666,3.141592653589793,-1
1.666666666666666,3.2986722862692828,-1
1.666666666666666,3.4557519189487724,-1
1.666666666666666,3.612831551628262,-1
1.666666666666666,3.7699111843077517,-1
1.666666666666666,3.9269908169872414,-1
1.666666666666666,4.084070449666731,-1
1.666666666666666,4.241150082346221,-1
1.666666666666666,4.39822971502571,-1
1.666666666666666,4.5553093477052,-1
1.666666666666666,4.71238898038469,-1
1.666666666666666,4.869468613064179,-1
1.666666666666666,5.026548245743669,-1
1.666666666666666,5.183627878423159,-1
1.666666666666666,5.340707511102648,-1
1.666666666666666,5.497787143782138,-1
1.666666666666666,5.654866776461628,-1
1.666666666666666,5.811946409141117,-1
1.666666666666666,5.969026041820607,-1
1.666666666666666,6.126105674500097,-1
1.666666666666666,6.283185307179586,-1
1.833333333333333,0.0,-1
1.833333333333333,0.15707963267948966,-1
1.833333333333333,0.3141592653589793,-1
1.833333333333333,0.47123889803846897,-1
1.833333333333333,0.6283185307179586,-1
1.833333333333333,0.7853981633974483,-1
1.833333333333333,0.9424777960769379,-1
1.833333333333333,1.0995574287564276,-1
1.833333333333333,1.2566370614359172,-1
1.833333333333333,1.413716694115407,-1
1.833333333333333,1.5707963267948966,-1
1.833333333333333,1.7278759594743862,-1
1.833333333333333,1.8849555921538759,-1
1.833333333333333,2.0420352248333655,-1
1.833333333333333,2.199114857512855,-1
1.833333333333333,2.356194490192345,-1
1.833333333333333,2.5132741228718345,-1
1.833333333333333,2.670353755551324,-1
1.833333333333333,2.827433388230814,-1
1.833333333333333,2.9845130209103035,-1
1.833333333333333,3.141592653589793,-1
1.833333333333333,3.2986722862692828,-1
1.833333333333333,3.4557519189487724,-1
1.833333333333333,3.612831551628262,-1
1.833333333333333,3.7699111843077517,-1
1.833333333333333,3.9269908169872414,-1
1.833333333333333,4.084070449666731,-1
1.833333333333333,4.241150082346221,-1
1.833333333333333,4.39822971502571,-1
1.833333333333333,4.5553093477052,-1
1.833333333333333,4.71238898038469,-1
1.833333333333333,4.869468613064179,-1
1.833333333333333,5.026548245743669,-1
1.833333333333333,5.183627878423159,-1
1.833333333333333,5.340707511102648,-1
1.833333333333333,5.497787143782138,-1
1.833333333333333,5.654866776461628,-1
1.833333333333333,5.811946409141117,-1
1.833333333333333,5.969026041820607,-1
1.833333333333333,6.126105674500097,-1
1.833333333333333,6.283185307179586,-1
2.0,0.0,-1
2.0,0.15707963267948966,-1
2.0,0.3141592653589793,-1
2.0,0.47123889803846897,-1
2.0,0.6283185307179586,-1
2.0,0.7853981633974483,-1
2.0,0.9424777960769379,-1
2.0,1.0995574287564276,-1
2.0,1.2566370614359172,-1
2.0,1.413716694115407,-1
2.0,1.5707963267948966,-1
2.0,1.7278759594743862,-1
2.0,1.8849555921538759,-1
2.0,2.0420352248333655,-1
2.0,2.199114857512855,-1
2.0,2.356194490192345,-1
2.0,2.5132741228718345,-1
2.0,2.670353755551324,-1
2.0,2.827433388230814,-1
2.0,2.9845130209103035,-1
2.0,3.141592653589793,-1
2.0,3.2986722862692828,-1
2.0,3.4557519189487724,-1
2.0,3.612831551628262,-1
2.0,3.7699111843077517,-1
2.0,3.9269908169872414,-1
2.0,4.084070449666731,-1
2.0,4.241150082346221,-1
2.0,4.39822971502571,-1
2.0,4.5553093477052,-1
2.0,4.71238898038469,-1
2.0,4.869468613064179,-1
2.0,5.026548245743669,-1
2.0,5.183627878423159,-1
2.0,5.340707511102648,-1
2.0,5.497787143782138,-1
2.0,5.654866776461628,-1
2.0,5.811946409141117,-1
2.0,5.969026041820607,-1
2.0,6.126105674500097,-1
2.0,6.283185307179586,-1
2.166666666666666,0.0,-1
2.166666666666666,0.15707963267948966,-1
2.166666666666666,0.3141592653589793,-1
2.166666666666666,0.47123889803846897,-1
2.166666666666666,0.6283185307179586,-1
2.166666666666666,0.7853981633974483,-1
2.166666666666666,0.9424777960769379,-1
2.166666666666666,1.0995574287564276,-1
2.166666666666666,1.2566370614359172,-1
2.166666666666666,1.413716694115407,-1
2.166666666666666,1.5707963267948966,-1
2.166666666666666,1.7278759594743862,-1
2.166666666666666,1.8849555921538759,-1
2.166666666666666,2.0420352248333655,-1
2.166666666666666,2.199114857512855,-1
2.166666666666666,2.356194490192345,-1
2.166666666666666,2.5132741228718345,-1
2.166666666666666,2.670353755551324,-1
2.166666666666666,2.827433388230814,-1
2.166666666666666,2.9845130209103035,-1
2.166666666666666,3.141592653589793,-1
2.166666666666666,3.2986722862692828,-1
2.166666666666666,3.4557519189487724,-1
2.166666666666666,3.612831551628262,-1
2.166666666666666,3.7699111843077517,-1
2.166666666666666,3.9269908169872414,-1
2.166666666666666,4.084070449666731,-1
2.166666666666666,4.241150082346221,-1
2.166666666666666,4.39822971502571,-1
2.166666666666666,4.5553093477052,-1
2.166666666666666,4.71238898038469,-1
2.166666666666666,4.869468613064179,-1
2.166666666666666,5.026548245743669,-1
2.166666666666666,5.183627878423159,-1
2.166666666666666,5.340707511102648,-1
2.166666666666666,5.497787143782138,-1
2.166666666666666,5.654866776461628,-1
2.166666666666666,5.811946409141117,-1
2.166666666666666,5.969026041820607,-1
2.166666666666666,6.126105674500097,-1
2.166666666666666,6.283185307179586,-1
2.333333333333333,0.0,-1
2.333333333333333,0.15707963267948966,-1
2.333333333333333,0.3141592653589793,-1
2.333333333333333,0.47123889803846897,-1
2.333333333333333,0.6283185307179586,-1
2.333333333333333,0.7853981633974483,-1
2.333333333333333,0.9424777960769379,-1
2.333333333333333,1.0995574287564276,-1
2.333333333333333,1.2566370614359172,-1
2.333333333333333,1.413716694115407,-1
2.333333333333333,1.5707963267948966,-1
2.333333333333333,1.7278759594743862,-1
2.333333333333333,1.8849555921538759,-1
2.333333333333333,2.0420352248333655,-1
2.333333333333333,2.199114857512855,-1
2.333333333333333,2.356194490192345,-1
2.333333333333333,2.5132741228718345,-1
2.333333333333333,2.670353755551324,-1
2.333333333333333,2.827433388230814,1
2.333333333333333,2.9845130209103035,-1
2.333333333333333,3.141592653589793,-1
2.333333333333333,3.2986722862692828,-1
2.333333333333333,3.4557519189487724,-1
2.333333333333333,3.612831551628262,-1
2.333333333333333,3.7699111843077517,-1
2.333333333333333,3.9269908169872414,-1
2.333333333333333,4.084070449666731,-1
2.333333333333333,4.241150082346221,-1
2.333333333333333,4.39822971502571,-1
2.333333333333333,4.5553093477052,-1
2.333333333333333,4.71238898038469,1
2.333333333333333,4.869468613064179,-1
2.333333333333333,5.026548245743669,-1
2.333333333333333,5.183627878423159,-1
2.333333333333333,5.340707511102648,-1
2.333333333333333,5.497787143782138,-1
2.333333333333333,5.654866776461628,-1
2.333333333333333,5.811946409141117,-1
2.333333333333333,5.969026041820607,-1
2.333333333333333,6.126105674500097,-1
2.333333333333333,6.283185307179586,-1
2.5,0.0,-1
2.5,0.15707963267948966,-1
2.5,0.3141592653589793,-1
2.5,0.47123889803846897,-1
2.5,0.6283185307179586,-1
2.5,0.7853981633974483,-1
2.5,0.9424777960769379,-1
2.5,1.0995574287564276,-1
2.5,1.2566370614359172,-1
2.5,1.413716694115407,-1
2.5,1.5707963267948966,-1
2.5,1.7278759594743862,-1
2.5,1.8849555921538759,-1
2.5,2.0420352248333655,-1
2.5,2.199114857512855,-1
2.5,2.356194490192345,-1
2.5,2.5132741228718345,-1
2.5,2.670353755551324,-1
2.5,2.827433388230814,-1
2.5,2.9845130209103035,1
2.5,3.141592653589793,-1
2.5,3.2986722862692828,-1
2.5,3.4557519189487724,-1
2.5,3.612831551628262,-1
2.5,3.7699111843077517,-1
2.5,3.9269908169872414,-1
2.5,4.084070449666731,-1
2.5,4.241150082346221,-1
2.5,4.39822971502571,-1
2.5,4.5553093477052,-1
2.5,4.71238898038469,-1
2.5,4.869468613064179,-1
2.5,5.026548245743669,-1
2.5,5.183627878423159,-1
2.5,5.340707511102648,-1
2.5,5.497787143782138,-1
2.5,5.654866776461628,-1
2.5,5.811946409141117,-1
2.5,5.969026041820607,-1
2.5,6.126105674500097,-1
2.5,6.283185307179586,-1
