config_id,repeat_seed,num_layers,reference_weight,phase_mix,input_phase_coupling,wrongref_mode,ordinary_ood_mean_psnr_db,common_ood_mean_psnr_db,noncommon_ood_mean_psnr_db,wrongref_ood_mean_psnr_db,common_minus_ordinary_db,common_minus_noncommon_db,common_minus_wrongref_db,risk_pair_q10_db_repeat,risk_pair_min_db_repeat,risk_pair_positive_fraction_repeat
16,6,1,0.16,0.17,0.9,anti_phase_plus_decoy,12.059014,12.349386,12.457903,12.405552,0.290372,-0.108517,-0.056166,-0.294334,-0.296101,0.0
16,7,1,0.16,0.17,0.9,anti_phase_plus_decoy,11.975352,12.377976,12.261744,12.377586,0.402624,0.116232,0.00039,-0.077323,-0.080266,0.0
17,0,1,0.16,0.17,1.0,anti_phase_plus_decoy,12.045039,12.582839,12.485752,12.540341,0.537799,0.097086,0.042497,-0.211091,-0.217306,0.0
17,1,1,0.16,0.17,1.0,anti_phase_plus_decoy,11.965136,12.531669,12.725774,12.557895,0.566533,-0.194106,-0.026227,-0.156641,-0.173466,0.0
17,2,1,0.16,0.17,1.0,anti_phase_plus_decoy,12.132388,12.430629,12.571079,12.466688,0.298241,-0.14045,-0.036058,-0.136257,-0.171519,0.5
17,3,1,0.16,0.17,1.0,anti_phase_plus_decoy,12.024498,12.391597,12.424999,12.316635,0.3671,-0.033402,0.074963,0.032909,0.020078,1.0
17,4,1,0.16,0.17,1.0,anti_phase_plus_decoy,12.148061,12.601664,12.282398,12.403146,0.453603,0.319266,0.198518,-0.200347,-0.217052,0.0
17,5,1,0.16,0.17,1.0,anti_phase_plus_decoy,12.095412,12.636226,12.529969,12.435328,0.540814,0.106257,0.200898,-0.086653,-0.135322,0.5
17,6,1,0.16,0.17,1.0,anti_phase_plus_decoy,12.031957,12.572283,12.589971,12.408169,0.540325,-0.017688,0.164113,-0.117663,-0.121473,0.0
17,7,1,0.16,0.17,1.0,anti_phase_plus_decoy,12.249273,12.455534,12.606728,12.458009,0.206261,-0.151193,-0.002475,-0.13834,-0.144729,0.0
18,0,1,0.16,0.17,1.1,anti_phase_plus_decoy,12.116737,12.686948,12.58502,12.643518,0.570211,0.101928,0.04343,0.056583,0.036921,1.0
18,1,1,0.16,0.17,1.1,anti_phase_plus_decoy,12.195859,12.323138,12.570405,12.513266,0.127279,-0.247267,-0.190128,-0.108088,-0.111225,0.0
18,2,1,0.16,0.17,1.1,anti_phase_plus_decoy,12.141325,12.226488,12.428885,12.531606,0.085163,-0.202396,-0.305118,-0.538414,-0.569887,0.0
18,3,1,0.16,0.17,1.1,anti_phase_plus_decoy,12.17114,12.489478,12.621392,12.559158,0.318339,-0.131914,-0.069679,-0.068341,-0.081267,0.5
18,4,1,0.16,0.17,1.1,anti_phase_plus_decoy,12.179242,12.366471,12.767957,12.335517,0.187229,-0.401486,0.030954,-0.144536,-0.16087,0.5
18,5,1,0.16,0.17,1.1,anti_phase_plus_decoy,11.924872,12.478409,12.245644,12.395044,0.553537,0.232765,0.083365,0.008357,0.005592,1.0
18,6,1,0.16,0.17,1.1,anti_phase_plus_decoy,12.10118,12.465571,12.329832,12.332392,0.36439,0.135739,0.133178,0.058183,0.042732,1.0
18,7,1,0.16,0.17,1.1,anti_phase_plus_decoy,11.924987,12.511082,12.370638,12.503255,0.586095,0.140444,0.007827,-0.113625,-0.134547,0.5
19,0,1,0.18,0.17,0.9,anti_phase_plus_decoy,11.923423,12.176867,12.439674,12.420328,0.253444,-0.262807,-0.24346,-0.380382,-0.408887,0.0
19,1,1,0.18,0.17,0.9,anti_phase_plus_decoy,11.987287,12.31621,12.505043,12.388313,0.328923,-0.188833,-0.072103,-0.217369,-0.253468,0.5
19,2,1,0.18,0.17,0.9,anti_phase_plus_decoy,12.03559,12.323004,12.233758,12.584219,0.287414,0.089246,-0.261215,-0.26186,-0.283122,0.0
19,3,1,0.18,0.17,0.9,anti_phase_plus_decoy,12.158085,12.496386,12.390452,12.522386,0.338301,0.105935,-0.026,-0.454021,-0.506554,0.5
19,4,1,0.18,0.17,0.9,anti_phase_plus_decoy,11.973861,12.46304,12.4412,12.339336,0.489178,0.02184,0.123704,-0.069795,-0.086233,0.5
19,5,1,0.18,0.17,0.9,anti_phase_plus_decoy,12.106641,12.450776,12.65594,12.547535,0.344134,-0.205165,-0.096759,-0.197758,-0.198328,0.0
19,6,1,0.18,0.17,0.9,anti_phase_plus_decoy,12.077233,12.43242,12.444629,12.3969,0.355187,-0.012209,0.03552,-0.222288,-0.249357,0.5
19,7,1,0.18,0.17,0.9,anti_phase_plus_decoy,11.918182,12.542986,12.404277,12.629861,0.624804,0.13871,-0.086874,-0.105647,-0.1231,0.5
20,0,1,0.18,0.17,1.0,anti_phase_plus_decoy,12.062703,12.557128,12.600875,12.527575,0.494424,-0.043748,0.029553,-0.088793,-0.117913,0.5
20,1,1,0.18,0.17,1.0,anti_phase_plus_decoy,12.015355,12.451074,12.527569,12.56378,0.435719,-0.076494,-0.112705,-0.280774,-0.315608,0.5
20,2,1,0.18,0.17,1.0,anti_phase_plus_decoy,12.047847,12.54394,12.423727,12.525859,0.496093,0.120213,0.018081,-0.029136,-0.043634,0.5
20,3,1,0.18,0.17,1.0,anti_phase_plus_decoy,12.022105,12.434499,12.432169,12.307126,0.412394,0.002329,0.127372,-0.032559,-0.04109,0.5
20,4,1,0.18,0.17,1.0,anti_phase_plus_decoy,11.868592,12.392653,12.240583,12.241118,0.524061,0.152069,0.151534,-0.278699,-0.304233,0.0
20,5,1,0.18,0.17,1.0,anti_phase_plus_decoy,12.077171,12.432206,12.379003,12.36266,0.355034,0.053202,0.069546,0.019799,-0.006998,0.5
20,6,1,0.18,0.17,1.0,anti_phase_plus_decoy,12.048899,12.587362,12.324676,12.493751,0.538463,0.262686,0.093611,0.067129,0.056347,1.0
20,7,1,0.18,0.17,1.0,anti_phase_plus_decoy,11.991685,12.427878,12.457233,12.38291,0.436193,-0.029354,0.044968,-0.102386,-0.105252,0.0
21,0,1,0.18,0.17,1.1,anti_phase_plus_decoy,12.288441,12.420015,12.585234,12.278093,0.131573,-0.16522,0.141922,-0.16466,-0.178642,0.0
21,1,1,0.18,0.17,1.1,anti_phase_plus_decoy,12.004159,12.482676,12.628855,12.431228,0.478517,-0.146179,0.051448,-0.0333,-0.038728,0.5
21,2,1,0.18,0.17,1.1,anti_phase_plus_decoy,12.143177,12.459538,12.339504,12.484768,0.316361,0.120034,-0.02523,0.020992,-0.001239,0.5
21,3,1,0.18,0.17,1.1,anti_phase_plus_decoy,12.059008,12.642044,12.584807,12.568058,0.583036,0.057236,0.073986,-0.210485,-0.248842,0.5
21,4,1,0.18,0.17,1.1,anti_phase_plus_decoy,12.104166,12.488272,12.447676,12.530817,0.384105,0.040595,-0.042545,-0.206501,-0.223428,0.0
21,5,1,0.18,0.17,1.1,anti_phase_plus_decoy,11.940141,12.398106,12.658114,12.301762,0.457966,-0.260007,0.096345,0.020607,0.017553,1.0
21,6,1,0.18,0.17,1.1,anti_phase_plus_decoy,11.996891,12.736036,12.451954,12.684857,0.739145,0.284082,0.051179,-0.033744,-0.077599,0.5
21,7,1,0.18,0.17,1.1,anti_phase_plus_decoy,12.199676,12.475485,12.574995,12.514848,0.275809,-0.09951,-0.039363,-0.009777,-0.011479,0.5
22,0,1,0.2,0.17,0.9,anti_phase_plus_decoy,12.014745,12.53122,12.309222,12.503203,0.516475,0.221998,0.028017,-0.028892,-0.052811,0.5
22,1,1,0.2,0.17,0.9,anti_phase_plus_decoy,11.956695,12.510211,12.155497,12.331165,0.553517,0.354715,0.179046,-0.118189,-0.12535,0.0
22,2,1,0.2,0.17,0.9,anti_phase_plus_decoy,12.073859,12.559612,12.479802,12.604032,0.485753,0.079809,-0.04442,-0.256732,-0.258692,0.0
22,3,1,0.2,0.17,0.9,anti_phase_plus_decoy,12.117759,12.603653,12.43849,12.386932,0.485894,0.165163,0.216721,0.124017,0.075352,1.0
22,4,1,0.2,0.17,0.9,anti_phase_plus_decoy,11.917244,12.48753,12.599343,12.562255,0.570286,-0.111813,-0.074725,-0.007578,-0.018783,0.5
22,5,1,0.2,0.17,0.9,anti_phase_plus_decoy,11.972925,12.252497,12.530112,12.688909,0.279571,-0.277616,-0.436413,-0.293086,-0.316622,0.0
22,6,1,0.2,0.17,0.9,anti_phase_plus_decoy,12.144908,12.446919,12.595297,12.415864,0.302011,-0.148378,0.031056,-0.114018,-0.164047,0.5
22,7,1,0.2,0.17,0.9,anti_phase_plus_decoy,11.981719,12.382411,12.574211,12.244431,0.400692,-0.1918,0.137979,-0.127865,-0.185324,0.5
23,0,1,0.2,0.17,1.0,anti_phase_plus_decoy,12.043292,12.465651,12.382513,12.593417,0.422359,0.083138,-0.127766,-0.313759,-0.335865,0.0
23,1,1,0.2,0.17,1.0,anti_phase_plus_decoy,11.948365,12.319173,12.155842,12.379511,0.370808,0.16333,-0.060338,-0.382055,-0.397925,0.0
23,2,1,0.2,0.17,1.0,anti_phase_plus_decoy,12.09775,12.319126,12.368093,12.653344,0.221375,-0.048967,-0.334219,-0.341472,-0.343887,0.0
23,3,1,0.2,0.17,1.0,anti_phase_plus_decoy,12.112876,12.476428,12.332079,12.5889,0.363552,0.144348,-0.112473,-0.077046,-0.078774,0.0
23,4,1,0.2,0.17,1.0,anti_phase_plus_decoy,11.964075,12.447019,12.531246,12.352666,0.482944,-0.084227,0.094353,-0.155378,-0.174689,0.5
23,5,1,0.2,0.17,1.0,anti_phase_plus_decoy,12.074652,12.401875,12.400308,12.602971,0.327223,0.001567,-0.201096,-0.298329,-0.301966,0.0
23,6,1,0.2,0.17,1.0,anti_phase_plus_decoy,12.11421,12.410635,12.420373,12.506461,0.296425,-0.009738,-0.095826,-0.095002,-0.107271,0.5
23,7,1,0.2,0.17,1.0,anti_phase_plus_decoy,12.015085,12.392726,12.40671,12.547024,0.377641,-0.013983,-0.154298,-0.265563,-0.316948,0.5
24,0,1,0.2,0.17,1.1,anti_phase_plus_decoy,12.148583,12.475499,12.603374,12.602012,0.326916,-0.127875,-0.126513,-0.140934,-0.163774,0.5
24,1,1,0.2,0.17,1.1,anti_phase_plus_decoy,11.882074,12.451571,12.365821,12.38591,0.569497,0.08575,0.065661,-0.042576,-0.063393,0.5
24,2,1,0.2,0.17,1.1,anti_phase_plus_decoy,12.107694,12.414546,12.45515,12.496107,0.306852,-0.040604,-0.08156,-0.285057,-0.333193,0.5
24,3,1,0.2,0.17,1.1,anti_phase_plus_decoy,12.050651,12.580365,12.503344,12.487961,0.529714,0.077021,0.092404,-0.016428,-0.032307,0.5
24,4,1,0.2,0.17,1.1,anti_phase_plus_decoy,12.18782,12.460772,12.439492,12.499695,0.272952,0.021281,-0.038923,-0.246213,-0.27636,0.5
24,5,1,0.2,0.17,1.1,anti_phase_plus_decoy,12.078239,12.496507,12.425853,12.32968,0.418268,0.070654,0.166827,-0.134729,-0.155471,0.5
24,6,1,0.2,0.17,1.1,anti_phase_plus_decoy,12.175374,12.446524,12.493743,12.340717,0.271151,-0.047219,0.105808,-0.004219,-0.007826,0.5
24,7,1,0.2,0.17,1.1,anti_phase_plus_decoy,12.218984,12.356446,12.386996,12.591953,0.137462,-0.03055,-0.235507,-0.178965,-0.190393,0.0
25,0,1,0.14,0.18,0.9,anti_phase_plus_decoy,12.062803,12.622434,12.433692,12.432087,0.559631,0.188742,0.190348,-0.080239,-0.10319,0.5
25,1,1,0.14,0.18,0.9,anti_phase_plus_decoy,12.133623,12.410691,12.462139,12.605433,0.277067,-0.051448,-0.194742,-0.305275,-0.32293,0.0
25,2,1,0.14,0.18,0.9,anti_phase_plus_decoy,12.080716,12.723318,12.50129,12.605897,0.642602,0.222027,0.117421,0.005244,-0.015215,0.5
25,3,1,0.14,0.18,0.9,anti_phase_plus_decoy,11.999014,12.424005,12.696069,12.577782,0.424991,-0.272064,-0.153776,-0.349666,-0.365362,0.0
25,4,1,0.14,0.18,0.9,anti_phase_plus_decoy,12.13216,12.330742,12.68616,12.283393,0.198582,-0.355418,0.047349,-0.176772,-0.212402,0.5
25,5,1,0.14,0.18,0.9,anti_phase_plus_decoy,12.238073,12.574489,12.584356,12.437953,0.336415,-0.009867,0.136536,0.041343,0.027384,1.0
25,6,1,0.14,0.18,0.9,anti_phase_plus_decoy,12.096129,12.643734,12.579456,12.421653,0.547604,0.064278,0.22208,-0.382569,-0.444774,0.5
25,7,1,0.14,0.18,0.9,anti_phase_plus_decoy,11.968708,12.309294,12.347789,12.409207,0.340587,-0.038495,-0.099913,-0.462829,-0.531599,0.5
26,0,1,0.14,0.18,1.0,anti_phase_plus_decoy,12.013955,12.473987,12.510873,12.539728,0.460032,-0.036886,-0.06574,-0.204435,-0.211515,0.0
26,1,1,0.14,0.18,1.0,anti_phase_plus_decoy,11.982202,12.5669,12.442078,12.556699,0.584698,0.124821,0.010201,-0.052597,-0.06669,0.5
26,2,1,0.14,0.18,1.0,anti_phase_plus_decoy,12.211205,12.626459,12.465217,12.497271,0.415255,0.161242,0.129189,0.081769,0.070136,1.0
26,3,1,0.14,0.18,1.0,anti_phase_plus_decoy,12.145932,12.443282,12.415229,12.36377,0.29735,0.028053,0.079512,-0.283245,-0.33044,0.5
26,4,1,0.14,0.18,1.0,anti_phase_plus_decoy,11.943467,12.58566,12.479913,12.579542,0.642193,0.105747,0.006118,0.110226,0.085029,1.0
26,5,1,0.14,0.18,1.0,anti_phase_plus_decoy,11.860398,12.599555,12.611989,12.462798,0.739156,-0.012434,0.136756,-0.097218,-0.168005,0.5
26,6,1,0.14,0.18,1.0,anti_phase_plus_decoy,12.229152,12.50622,12.474195,12.418169,0.277068,0.032025,0.088051,-0.28597,-0.318325,0.5
26,7,1,0.14,0.18,1.0,anti_phase_plus_decoy,12.079696,12.468748,12.313917,12.651908,0.389052,0.154831,-0.18316,-0.294783,-0.309798,0.0
27,0,1,0.14,0.18,1.1,anti_phase_plus_decoy,11.995141,12.539551,12.530061,12.42514,0.54441,0.00949,0.11441,-0.158955,-0.189327,0.5
27,1,1,0.14,0.18,1.1,anti_phase_plus_decoy,12.079314,12.591756,12.733485,12.371366,0.512443,-0.141729,0.22039,-0.022165,-0.022943,0.0
27,2,1,0.14,0.18,1.1,anti_phase_plus_decoy,11.988771,12.621549,12.425591,12.51356,0.632778,0.195958,0.107989,-0.108599,-0.110646,0.0
27,3,1,0.14,0.18,1.1,anti_phase_plus_decoy,11.992889,12.542255,12.676648,12.65601,0.549365,-0.134393,-0.113756,-0.276937,-0.27953,0.0
27,4,1,0.14,0.18,1.1,anti_phase_plus_decoy,11.892906,12.724289,12.437269,12.283604,0.831384,0.28702,0.440685,0.008262,-0.017796,0.5
27,5,1,0.14,0.18,1.1,anti_phase_plus_decoy,12.079935,12.461011,12.437442,12.510093,0.381075,0.023568,-0.049082,-0.330722,-0.383922,0.5
27,6,1,0.14,0.18,1.1,anti_phase_plus_decoy,12.163237,12.503562,12.421291,12.628546,0.340324,0.08227,-0.124985,-0.062196,-0.084515,0.5
27,7,1,0.14,0.18,1.1,anti_phase_plus_decoy,12.006595,12.389417,12.492699,12.427138,0.382822,-0.103282,-0.037721,-0.109485,-0.110364,0.0
28,0,1,0.16,0.18,0.9,anti_phase_plus_decoy,11.961898,12.312445,12.402779,12.298378,0.350546,-0.090335,0.014066,-0.072543,-0.077824,0.0
28,1,1,0.16,0.18,0.9,anti_phase_plus_decoy,12.123738,12.378024,12.653243,12.386886,0.254286,-0.275218,-0.008861,0.061064,0.050645,1.0
28,2,1,0.16,0.18,0.9,anti_phase_plus_decoy,12.150243,12.663141,12.566934,12.467886,0.512898,0.096207,0.195255,0.038901,0.03769,1.0
28,3,1,0.16,0.18,0.9,anti_phase_plus_decoy,12.12006,12.51136,12.289907,12.242561,0.3913,0.221454,0.2688,-0.070475,-0.084027,0.5
28,4,1,0.16,0.18,0.9,anti_phase_plus_decoy,11.749035,12.463348,12.662465,12.404032,0.714313,-0.199116,0.059316,0.061313,0.020027,1.0
28,5,1,0.16,0.18,0.9,anti_phase_plus_decoy,12.114751,12.499253,12.671256,12.335016,0.384502,-0.172004,0.164237,-0.117161,-0.14409,0.5
28,6,1,0.16,0.18,0.9,anti_phase_plus_decoy,12.17411,12.471295,12.576456,12.530393,0.297185,-0.105161,-0.059098,-0.312988,-0.337792,0.0
28,7,1,0.16,0.18,0.9,anti_phase_plus_decoy,12.105673,12.349124,12.441749,12.287938,0.243451,-0.092625,0.061186,-0.123931,-0.152266,0.5
29,0,1,0.16,0.18,1.0,anti_phase_plus_decoy,12.074199,12.530324,12.53086,12.356781,0.456125,-0.000535,0.173544,-0.307312,-0.335416,0.0
29,1,1,0.16,0.18,1.0,anti_phase_plus_decoy,11.99106,12.429812,12.344698,12.710915,0.438752,0.085114,-0.281103,-0.407644,-0.422705,0.0
29,2,1,0.16,0.18,1.0,anti_phase_plus_decoy,11.938148,12.442561,12.331447,12.604414,0.504412,0.111113,-0.161853,-0.486278,-0.533982,0.0
29,3,1,0.16,0.18,1.0,anti_phase_plus_decoy,11.877119,12.538729,12.559667,12.471412,0.66161,-0.020938,0.067317,-0.025885,-0.034479,0.5
29,4,1,0.16,0.18,1.0,anti_phase_plus_decoy,11.951038,12.401238,12.582844,12.762958,0.4502,-0.181606,-0.36172,-0.348799,-0.391316,0.5
29,5,1,0.16,0.18,1.0,anti_phase_plus_decoy,12.149159,12.482279,12.640774,12.424949,0.33312,-0.158495,0.05733,0.130272,0.106931,1.0
29,6,1,0.16,0.18,1.0,anti_phase_plus_decoy,12.089371,12.646101,12.499138,12.484925,0.55673,0.146963,0.161177,-0.090817,-0.126718,0.5
29,7,1,0.16,0.18,1.0,anti_phase_plus_decoy,12.048645,12.487593,12.438102,12.382393,0.438948,0.049492,0.1052,-0.030493,-0.052289,0.5
30,0,1,0.16,0.18,1.1,anti_phase_plus_decoy,12.012852,12.293471,12.307748,12.49888,0.280619,-0.014277,-0.205409,-0.275818,-0.330964,0.5
30,1,1,0.16,0.18,1.1,anti_phase_plus_decoy,12.062255,12.558498,12.602709,12.593824,0.496242,-0.044211,-0.035327,-0.146487,-0.156677,0.0
30,2,1,0.16,0.18,1.1,anti_phase_plus_decoy,12.114633,12.579977,12.638262,12.460046,0.465344,-0.058286,0.119931,-0.094055,-0.106855,0.5
30,3,1,0.16,0.18,1.1,anti_phase_plus_decoy,12.09137,12.660347,12.51321,12.618394,0.568977,0.147137,0.041953,0.17913,0.175833,1.0
30,4,1,0.16,0.18,1.1,anti_phase_plus_decoy,11.957582,12.630443,12.510786,12.357598,0.672861,0.119657,0.272844,-0.019684,-0.04537,0.5
30,5,1,0.16,0.18,1.1,anti_phase_plus_decoy,12.015266,12.453895,12.401155,12.458322,0.438629,0.05274,-0.004427,-0.170419,-0.17834,0.0
30,6,1,0.16,0.18,1.1,anti_phase_plus_decoy,12.141643,12.602123,12.413615,12.554463,0.46048,0.188508,0.04766,-0.069316,-0.083578,0.5
30,7,1,0.16,0.18,1.1,anti_phase_plus_decoy,12.03056,12.377164,12.510645,12.39951,0.346604,-0.13348,-0.022346,0.117032,0.104072,1.0
31,0,1,0.18,0.18,0.9,anti_phase_plus_decoy,12.148609,12.547603,12.318816,12.507128,0.398994,0.228787,0.040475,-0.219211,-0.254281,0.5
31,1,1,0.18,0.18,0.9,anti_phase_plus_decoy,11.943639,12.505957,12.490422,12.474246,0.562318,0.015535,0.03171,-0.313357,-0.326837,0.0
31,2,1,0.18,0.18,0.9,anti_phase_plus_decoy,12.061327,12.503399,12.523433,12.651797,0.442071,-0.020034,-0.148399,-0.274624,-0.291148,0.0
31,3,1,0.18,0.18,0.9,anti_phase_plus_decoy,12.037883,12.270821,12.574892,12.452842,0.232938,-0.304071,-0.182021,-0.131478,-0.149881,0.5
31,4,1,0.18,0.18,0.9,anti_phase_plus_decoy,11.949403,12.409758,12.433166,12.509764,0.460355,-0.023408,-0.100006,-0.062194,-0.079758,0.5
31,5,1,0.18,0.18,0.9,anti_phase_plus_decoy,12.036981,12.517764,12.665207,12.5028,0.480782,-0.147444,0.014964,0.10188,0.099858,1.0
31,6,1,0.18,0.18,0.9,anti_phase_plus_decoy,12.161589,12.469988,12.450134,12.434856,0.308399,0.019854,0.035132,-0.498953,-0.553931,0.0
31,7,1,0.18,0.18,0.9,anti_phase_plus_decoy,11.941421,12.43221,12.42893,12.690888,0.490789,0.003281,-0.258678,-0.313212,-0.331536,0.0
32,0,1,0.18,0.18,1.0,anti_phase_plus_decoy,12.101434,12.505746,12.530975,12.678858,0.404312,-0.025229,-0.173112,-0.257047,-0.260825,0.0
32,1,1,0.18,0.18,1.0,anti_phase_plus_decoy,11.943667,12.447469,12.535628,12.66226,0.503802,-0.088159,-0.21479,-0.689956,-0.755555,0.0
32,2,1,0.18,0.18,1.0,anti_phase_plus_decoy,12.331627,12.588635,12.534868,12.553179,0.257008,0.053767,0.035456,-0.123034,-0.140051,0.5
32,3,1,0.18,0.18,1.0,anti_phase_plus_decoy,12.010276,12.678364,12.469569,12.55868,0.668088,0.208795,0.119684,-0.171491,-0.195532,0.5
32,4,1,0.18,0.18,1.0,anti_phase_plus_decoy,12.033602,12.58778,12.521074,12.44655,0.554178,0.066706,0.14123,-0.218235,-0.25241,0.5
32,5,1,0.18,0.18,1.0,anti_phase_plus_decoy,12.184955,12.472717,12.617738,12.452405,0.287761,-0.145021,0.020312,-0.193084,-0.205464,0.0
