model,valley,pairing,barrier_Z,eta_meV,zero_bias_conductance,peak_conductance,background_conductance,peak_minus_background,zero_bias_andreev,zero_bias_normal_reflection
compressed_v3,total,s_wave,0.0,0.05,7.709873731287537,7.709873731287537,1.028864838039538,6.681008893247999,6.709873731287539,0.0
compressed_v3,K_B,s_wave,0.5,0.05,1.785011182476688,4.364405151315415,0.7784179561931894,3.5859871951222253,0.7850111824766884,0.0
compressed_v3,K_T,s_wave,0.5,0.05,5.977830155483215,5.977830155483215,0.44371378995705973,5.534116365526155,4.977830155483215,0.0
compressed_v3,total,s_wave,0.5,0.05,6.36789898503003,6.36789898503003,0.6430659233516429,5.724833061678387,5.36789898503003,0.0
compressed_v3,K_B,s_wave,1.0,0.05,1.4906319890479303,2.5753067598132446,0.4217123577606202,2.1535944020526245,0.4906319890479304,0.0
compressed_v3,K_T,s_wave,1.0,0.05,4.11114384717701,4.11114384717701,-0.4555162508295535,4.5666600980065635,3.11114384717701,0.0
compressed_v3,total,s_wave,1.0,0.05,4.3549368656437695,4.3549368656437695,0.06436755131980042,4.290569314323969,3.3549368656437695,0.0
compressed_v3,K_B,s_wave,2.0,0.05,1.196252795619172,1.196252795619172,0.06500675932805099,1.131246036291121,0.1962527956191721,0.0
compressed_v3,K_T,s_wave,2.0,0.05,2.2444575388708046,2.2444575388708046,-1.3547462916161668,3.5992038304869713,1.2444575388708037,0.0
compressed_v3,total,s_wave,2.0,0.05,2.3419747462575087,2.3419747462575087,-0.5143308207120422,2.8563055669695507,1.3419747462575076,0.0
compressed_v3,K_B,s_wave,0.0,0.2,1.9651952448300989,5.499876285114446,1.0162072897806123,4.483668995333834,0.9651952448300986,0.0
compressed_v3,K_T,s_wave,0.0,0.2,7.120394336913724,7.120394336913724,1.0431494490072715,6.077244887906453,6.120394336913725,0.0
compressed_v3,total,s_wave,0.0,0.2,7.599995886342874,7.599995886342874,1.0288311519203899,6.571164734422483,6.599995886342872,0.0
compressed_v3,K_B,s_wave,0.5,0.2,1.772156195864079,4.3221308870351125,0.7784575785917902,3.5436733084433225,0.772156195864079,0.0
compressed_v3,K_T,s_wave,0.5,0.2,5.89631546953098,5.89631546953098,0.44380657530515216,5.4525088942258275,4.896315469530979,0.0
compressed_v3,total,s_wave,0.5,0.2,6.279996709074298,6.279996709074298,0.6431283335864253,5.636868375487873,5.279996709074298,0.0
compressed_v3,K_B,s_wave,1.0,0.2,1.4825976224150492,2.5555127899161123,0.42183301180855715,2.133679778107555,0.4825976224150493,0.0
compressed_v3,K_T,s_wave,1.0,0.2,4.060197168456862,4.060197168456862,-0.4552077352480273,4.51540490370489,3.0601971684568623,0.0
compressed_v3,total,s_wave,1.0,0.2,4.299997943171436,4.299997943171436,0.06457410608547835,4.235423837085958,3.299997943171436,0.0
compressed_v3,K_B,s_wave,2.0,0.2,1.1930390489660196,1.1930390489660196,0.06520844502532407,1.1278306039406956,0.19303904896601976,0.0
compressed_v3,K_T,s_wave,2.0,0.2,2.2240788673827443,2.2240788673827443,-1.3542220458012064,3.5783009131839507,1.2240788673827447,0.0
compressed_v3,total,s_wave,2.0,0.2,2.319999177268574,2.319999177268574,-0.5139801214154686,2.8339792986840426,1.3199991772685744,0.0
compressed_v3,K_B,s_wave,0.0,0.5,1.8841188442643704,5.204058331066921,1.0161273677915073,4.187930963275414,0.8841188442643706,0.0
compressed_v3,K_T,s_wave,0.0,0.5,6.606281212612971,6.606281212612971,1.0428665053313484,5.5634147072816225,5.606281212612972,0.0
compressed_v3,total,s_wave,0.0,0.5,7.045596231890072,7.045596231890072,1.0286444023544643,6.016951829535608,6.045596231890073,0.0
compressed_v3,K_B,s_wave,0.5,0.5,1.7072950754114964,4.103736891330893,0.7786784166343877,3.3250584746965055,0.7072950754114964,0.0
compressed_v3,K_T,s_wave,0.5,0.5,5.485024970090377,5.485024970090377,0.44432280037345534,5.040702169716922,4.485024970090376,0.0
compressed_v3,total,s_wave,0.5,0.5,5.836476985512058,5.836476985512058,0.6434756155326598,5.193001369979398,4.836476985512058,0.0
compressed_v3,K_B,s_wave,1.0,0.5,1.4420594221321854,2.4532547317268456,0.4225049898987083,2.0307497418281373,0.4420594221321853,0.0
compressed_v3,K_T,s_wave,1.0,0.5,3.803140606306485,3.803140606306485,-0.4534927570633844,4.256633363369869,2.803140606306486,0.0
compressed_v3,total,s_wave,1.0,0.5,4.022798115945036,4.022798115945036,0.06572243529995307,3.9570756806450826,3.0227981159450366,0.0
compressed_v3,K_B,s_wave,2.0,0.5,1.176823768852874,1.176823768852874,0.06633156316302884,1.1104922056898452,0.1768237688528741,0.0
compressed_v3,K_T,s_wave,2.0,0.5,2.121256242522594,2.121256242522594,-1.351308314500224,3.472564557022818,1.121256242522594,0.0
compressed_v3,total,s_wave,2.0,0.5,2.2091192463780143,2.2091192463780143,-0.5120307449327539,2.721149991310768,1.2091192463780145,0.0
compressed_v3,K_B,nodal_even,0.0,0.05,1.9494632982170925,3.089295195753305,1.0068863299714552,2.08240886578185,0.9494632982170926,0.0
compressed_v3,K_T,nodal_even,0.0,0.05,6.635732055213195,6.635732055213195,1.0088601723200108,5.626871882893184,5.635732055213196,0.0
compressed_v3,total,nodal_even,0.0,0.05,7.630409593930946,7.630409593930946,1.0148286456810762,6.61558094824987,6.6304095939309455,0.0
compressed_v3,K_B,nodal_even,0.5,0.05,1.7595706385736745,1.8983334074460834,0.7690827207780055,1.1292506866680778,0.7595706385736742,0.0
compressed_v3,K_T,nodal_even,0.5,0.05,5.508585644170555,5.508585644170555,0.4093741045119745,5.09921153965858,4.508585644170556,0.0
compressed_v3,total,nodal_even,0.5,0.05,6.304327675144756,6.304327675144756,0.6290299649127973,5.675297710231959,5.304327675144757,0.0
compressed_v3,K_B,nodal_even,1.0,0.05,1.4747316491085465,1.4747316491085465,0.41237730698783065,1.0623543421207158,0.4747316491085463,0.0
compressed_v3,K_T,nodal_even,1.0,0.05,3.8178660276065974,3.8178660276065974,-0.4898549972000805,4.307721024806678,2.817866027606598,0.0
compressed_v3,total,nodal_even,1.0,0.05,4.315204796965473,4.315204796965473,0.050331943760378785,4.264872853205094,3.3152047969654728,0.0
compressed_v3,K_B,nodal_even,2.0,0.05,1.1898926596434185,1.1898926596434185,0.05567189319765585,1.1342207664457626,0.18989265964341856,0.0
compressed_v3,K_T,nodal_even,2.0,0.05,2.127146411042639,2.127146411042639,-1.3890840989121358,3.5162305099547746,1.127146411042639,0.0
compressed_v3,total,nodal_even,2.0,0.05,2.326081918786189,2.326081918786189,-0.5283660773920398,2.854447996178229,1.3260819187861892,0.0
compressed_v3,K_B,nodal_even,0.0,0.2,1.8067749964855118,3.019363889463288,1.0068801764830095,2.012483712980279,0.8067749964855117,0.0
compressed_v3,K_T,nodal_even,0.0,0.2,4.861033015265218,4.861033015265218,1.0088510436152907,3.8521819716499275,3.861033015265219,0.0
compressed_v3,total,nodal_even,0.0,0.2,7.279108913901606,7.279108913901606,1.014810405483682,6.264298508417924,6.279108913901606,0.0
compressed_v3,K_B,nodal_even,0.5,0.2,1.6454199971884096,1.868637688431895,0.7691324290740311,1.0995052593578638,0.6454199971884095,0.0
compressed_v3,K_T,nodal_even,0.5,0.2,4.088826412212176,4.088826412212176,0.4095181538917406,3.679308258320435,3.088826412212175,0.0
compressed_v3,total,nodal_even,0.5,0.2,6.023287131121285,6.023287131121285,0.6291113179456425,5.394175813175643,5.023287131121285,0.0
compressed_v3,K_B,nodal_even,1.0,0.2,1.4033874982427557,1.4033874982427557,0.4125108079605634,0.9908766902821923,0.4033874982427558,0.0
compressed_v3,K_T,nodal_even,1.0,0.2,2.9305165076326096,2.9305165076326096,-0.48948118069358504,3.4199976883261947,1.9305165076326094,0.0
compressed_v3,total,nodal_even,1.0,0.2,4.139554456950803,4.139554456950803,0.05056268663858284,4.08899177031222,3.139554456950803,0.0
compressed_v3,K_B,nodal_even,2.0,0.2,1.1613549992971022,1.1613549992971022,0.05588918684709563,1.1054658124500065,0.16135499929710237,0.0
compressed_v3,K_T,nodal_even,2.0,0.2,1.7722066030530434,1.7722066030530434,-1.3884805152789106,3.1606871183319543,0.7722066030530438,0.0
compressed_v3,total,nodal_even,2.0,0.2,2.2558217827803215,2.2558217827803215,-0.5279859446684767,2.7838077274487985,1.2558217827803213,0.0
compressed_v3,K_B,nodal_even,0.0,0.5,1.55381673276087,2.7008834057612088,1.0068460251020777,1.6940373806591311,0.5538167327608702,0.0
compressed_v3,K_T,nodal_even,0.0,0.5,3.080047607893319,3.080047607893319,1.0088004374345119,2.0712471704588076,2.0800476078933197,0.0
compressed_v3,total,nodal_even,0.0,0.5,6.443083894809727,6.443083894809727,1.0147093281558983,5.4283745666538294,5.443083894809727,0.0
compressed_v3,K_B,nodal_even,0.5,0.5,1.4430533862086958,1.733082991482538,0.7694091500563898,0.9636738414261483,0.44305338620869616,0.0
compressed_v3,K_T,nodal_even,0.5,0.5,2.664038086314655,2.664038086314655,0.4103180037671267,2.2537200825475283,1.664038086314656,0.0
compressed_v3,total,nodal_even,0.5,0.5,5.354467115847781,5.354467115847781,0.6295634488489465,4.724903666998834,4.354467115847783,0.0
compressed_v3,K_B,nodal_even,1.0,0.5,1.276908366380435,1.276908366380435,0.41325383748785827,0.8636545288925768,0.2769083663804351,0.0
compressed_v3,K_T,nodal_even,1.0,0.5,2.0400238039466596,2.0400238039466596,-0.48740564673395104,2.5274294506806108,1.0400238039466598,0.0
compressed_v3,total,nodal_even,1.0,0.5,3.721541947404864,3.721541947404864,0.051844629888518776,3.6696973175163454,2.7215419474048637,0.0
compressed_v3,K_B,nodal_even,2.0,0.5,1.1107633465521742,1.1107633465521742,0.05709852491932664,1.0536648216328477,0.11076334655217404,0.0
compressed_v3,K_T,nodal_even,2.0,0.5,1.416009521578664,1.416009521578664,-1.385129297235029,2.801138818813693,0.416009521578664,0.0
compressed_v3,total,nodal_even,2.0,0.5,2.0886167789619456,2.0886167789619456,-0.525874189071909,2.614490968033855,1.0886167789619456,0.0
compressed_v3,K_B,valley_even,0.0,0.05,1.888952697573046,5.46310654608185,1.0092326765924002,4.453873869489449,0.8889526975730455,0.0
compressed_v3,K_T,valley_even,0.0,0.05,6.564295380442876,6.564295380442876,1.0337503777867476,5.530545002656128,5.564295380442876,0.0
compressed_v3,total,valley_even,0.0,0.05,2.366067773198675,2.366067773198675,1.0088981368981116,1.3571696363005634,1.3660677731986755,0.0
compressed_v3,K_B,valley_even,0.5,0.05,1.7111621580584364,4.270441744450362,0.7714290436725044,3.4990127007778575,0.7111621580584363,0.0
compressed_v3,K_T,valley_even,0.5,0.05,5.451436304354301,5.451436304354301,0.43426385348624114,5.01717245086806,4.451436304354302,0.0
compressed_v3,total,valley_even,0.5,0.05,2.09285421855894,2.09285421855894,0.6230995919709782,1.4697546265879615,1.0928542185589405,0.0
compressed_v3,K_B,valley_even,1.0,0.05,1.4444763487865229,2.4814445420031257,0.4147235942926608,2.066720947710465,0.44447634878652276,0.0
compressed_v3,K_T,valley_even,1.0,0.05,3.782147690221439,3.782147690221439,-0.4649659329645187,4.247113623185958,2.782147690221438,0.0
compressed_v3,total,valley_even,1.0,0.05,1.6830338865993375,1.6830338865993375,0.04440177458027784,1.6386321120190597,0.6830338865993377,0.0
compressed_v3,K_B,valley_even,2.0,0.05,1.177790539514609,1.177790539514609,0.05801814491281715,1.119772394601792,0.17779053951460908,0.0
compressed_v3,K_T,valley_even,2.0,0.05,2.1128590760885757,2.1128590760885757,-1.3641957194152785,3.477054795503854,1.1128590760885755,0.0
compressed_v3,total,valley_even,2.0,0.05,1.2732135546397354,1.2732135546397354,-0.5342960428104225,1.8075095974501578,0.2732135546397351,0.0
compressed_v3,K_B,valley_even,0.0,0.2,1.762777393718299,5.405237521670209,1.0092249358234802,4.396012585846728,0.762777393718299,0.0
compressed_v3,K_T,valley_even,0.0,0.2,6.158900647334139,6.158900647334139,1.0337103261958058,5.125190321138334,5.158900647334139,0.0
compressed_v3,total,valley_even,0.0,0.2,1.7419033309689849,2.341919025345192,1.0088893516041082,1.3330296737410838,0.7419033309689852,0.0
compressed_v3,K_B,valley_even,0.5,0.2,1.6102219149746393,4.228522984554264,0.7714768097445966,3.4570461748096672,0.6102219149746392,0.0
compressed_v3,K_T,valley_even,0.5,0.2,5.127120517867311,5.127120517867311,0.43437015648298144,4.69275036138433,4.127120517867311,0.0
compressed_v3,total,valley_even,0.5,0.2,1.5935226647751883,1.5935226647751883,0.6231924296384277,0.9703302351367606,0.5935226647751881,0.0
compressed_v3,K_B,valley_even,1.0,0.2,1.3813886968591493,2.463451178880342,0.414854620626271,2.0485965582540713,0.3813886968591495,0.0
compressed_v3,K_T,valley_even,1.0,0.2,3.5794503236670705,3.5794503236670705,-0.4646400980862554,4.044090421753326,2.5794503236670696,0.0
compressed_v3,total,valley_even,1.0,0.2,1.3709516654844929,1.3709516654844929,0.044647046689906864,1.326304618794586,0.3709516654844926,0.0
compressed_v3,K_B,valley_even,2.0,0.2,1.1525554787436596,1.1525554787436596,0.05823243150794534,1.0943230472357142,0.1525554787436598,0.0
compressed_v3,K_T,valley_even,2.0,0.2,2.031780129466828,2.031780129466828,-1.3636503526554922,3.39543048212232,1.0317801294668278,0.0
compressed_v3,total,valley_even,2.0,0.2,1.1483806661937965,1.1483806661937965,-0.533898336258614,1.6822790024524106,0.14838066619379703,0.0
compressed_v3,K_B,valley_even,0.0,0.5,1.6294653274314304,5.107272387110557,1.0091819605657453,4.098090426544812,0.6294653274314308,0.0
compressed_v3,K_T,valley_even,0.0,0.5,5.208145266916764,5.208145266916764,1.0334882886856884,4.174656978231075,4.208145266916763,0.0
compressed_v3,total,valley_even,0.0,0.5,1.5261011180961181,2.231199625032311,1.0088406212333054,1.2223590037990055,0.5261011180961175,0.0
compressed_v3,K_B,valley_even,0.5,0.5,1.5035722619451444,4.012074909113392,0.7717427516988861,3.240332157414506,0.5035722619451447,0.0
compressed_v3,K_T,valley_even,0.5,0.5,4.366516213533412,4.366516213533412,0.43496117666783085,3.931555036865581,3.3665162135334117,0.0
compressed_v3,total,valley_even,0.5,0.5,1.4208808944768947,1.4208808944768947,0.6237080059214116,0.7971728885554831,0.42088089447689403,0.0
compressed_v3,K_B,valley_even,1.0,0.5,1.3147326637157153,2.3692786921176445,0.4155839383985972,1.9536947537190472,0.3147326637157154,0.0
compressed_v3,K_T,valley_even,1.0,0.5,3.1040726334583826,3.1040726334583826,-0.4628294913589556,3.566902124817338,2.1040726334583817,0.0
compressed_v3,total,valley_even,1.0,0.5,1.263050559048059,1.263050559048059,0.04600908295357043,1.2170414760944885,0.26305055904805874,0.0
compressed_v3,K_B,valley_even,2.0,0.5,1.1258930654862862,1.1258930654862862,0.05942512509830846,1.0664679403879778,0.12589306548628618,0.0
compressed_v3,K_T,valley_even,2.0,0.5,1.8416290533833528,1.8416290533833528,-1.360620159385742,3.202249212769095,0.8416290533833529,0.0
compressed_v3,total,valley_even,2.0,0.5,1.1052202236192235,1.1052202236192235,-0.5316898400142707,1.6369100636334941,0.10522022361922351,0.0
compressed_v3,K_B,valley_odd,0.0,0.05,1.8875703592988795,5.463977383104499,1.009008407900049,4.45496897520445,0.8875703592988794,0.0
compressed_v3,K_T,valley_odd,0.0,0.05,6.563584610149789,6.563584610149789,1.0336669752455072,5.529917634904281,5.563584610149787,0.0
compressed_v3,total,valley_odd,0.0,0.05,2.365065614192222,2.365065614192222,1.0087322426155243,1.3563333715766976,1.3650656141922226,0.0
compressed_v3,K_B,valley_odd,0.5,0.05,1.7100562874391034,4.271311956719463,0.7712047775883893,3.5001071791310734,0.7100562874391035,0.0
compressed_v3,K_T,valley_odd,0.5,0.05,5.450867688119832,5.450867688119832,0.4341804510334333,5.016687237086399,4.450867688119831,0.0
compressed_v3,total,valley_odd,0.5,0.05,2.092052491353779,2.092052491353779,0.6229336991046994,1.4691187922490794,1.0920524913537781,0.0
compressed_v3,K_B,valley_odd,1.0,0.05,1.4437851796494394,2.4823138171419115,0.41449933212089984,2.0678144850210116,0.4437851796494397,0.0
compressed_v3,K_T,valley_odd,1.0,0.05,3.7817923050748945,3.7817923050748945,-0.4650493352846782,4.246841640359572,2.7817923050748936,0.0
compressed_v3,total,valley_odd,1.0,0.05,1.6825328070961116,1.6825328070961116,0.04423588383846182,1.6382969232576499,0.6825328070961113,0.0
compressed_v3,K_B,valley_odd,2.0,0.05,1.1775140718597759,1.1775140718597759,0.05779388665341032,1.1197201852063656,0.17751407185977588,0.0
compressed_v3,K_T,valley_odd,2.0,0.05,2.112716922029958,2.112716922029958,-1.3642791216027894,3.4769960436327474,1.1127169220299578,0.0
compressed_v3,total,valley_odd,2.0,0.05,1.2730131228384451,1.2730131228384451,-0.5344619314277758,1.807475054266221,0.27301312283844453,0.0
compressed_v3,K_B,valley_odd,0.0,0.2,1.755541214612681,5.406189291069925,1.0090008552352139,4.397188435834711,0.7555412146126811,0.0
compressed_v3,K_T,valley_odd,0.0,0.2,6.15596410022512,6.15596410022512,1.0336269407352456,5.122337159489874,5.155964100225119,0.0
compressed_v3,total,valley_odd,0.0,0.2,1.7403884490626162,2.341654205129467,1.0087235626438773,1.3329306424855896,0.7403884490626161,0.0
compressed_v3,K_B,valley_odd,0.5,0.2,1.6044329716901449,4.229464386722997,0.7712527707766704,3.4582116159463263,0.6044329716901449,0.0
compressed_v3,K_T,valley_odd,0.5,0.2,5.124771280180096,5.124771280180096,0.43428677244758573,4.69048450773251,4.124771280180097,0.0
compressed_v3,total,valley_odd,0.5,0.2,1.592310759250093,1.592310759250093,0.6230266632875856,0.9692840959625073,0.592310759250093,0.0
compressed_v3,K_B,valley_odd,1.0,0.2,1.3777706073063405,2.464377030202606,0.4146306440888551,2.049746386113751,0.37777060730634054,0.0
compressed_v3,K_T,valley_odd,1.0,0.2,3.57798205011256,3.57798205011256,-0.4647234799839044,4.042705530096464,2.5779820501125594,0.0
compressed_v3,total,valley_odd,1.0,0.2,1.3701942245313088,1.3701942245313088,0.044481314253147844,1.3257129102781608,0.37019422453130807,0.0
compressed_v3,K_B,valley_odd,2.0,0.2,1.151108242922536,1.151108242922536,0.05800851740103963,1.0930997255214965,0.15110824292253622,0.0
compressed_v3,K_T,valley_odd,2.0,0.2,2.0311928200450238,2.0311928200450238,-1.3637337324153944,3.394926552460418,1.0311928200450242,0.0
compressed_v3,total,valley_odd,2.0,0.2,1.1480776898125233,1.1480776898125233,-0.5340640347812899,1.6821417245938133,0.14807768981252326,0.0
compressed_v3,K_B,valley_odd,0.0,0.5,1.6225462329310147,5.108595757353535,1.0089589244220403,4.099636832931495,0.6225462329310147,0.0
compressed_v3,K_T,valley_odd,0.0,0.5,5.207021255139801,5.207021255139801,1.0334049987527014,4.173616256387099,4.207021255139801,0.0
compressed_v3,total,valley_odd,0.0,0.5,1.5249518423124835,2.231149693052564,1.0086754176869275,1.2224742753656366,0.5249518423124837,0.0
compressed_v3,K_B,valley_odd,0.5,0.5,1.498036986344812,4.0133282185788,0.7715199718445847,3.241808246734215,0.49803698634481186,0.0
compressed_v3,K_T,valley_odd,0.5,0.5,4.365617004111842,4.365617004111842,0.43487789599284205,3.930739108119,3.3656170041118414,0.0
compressed_v3,total,valley_odd,0.5,0.5,1.419961473849987,1.419961473849987,0.623542941906442,0.7964185319435451,0.4199614738499872,0.0
compressed_v3,K_B,valley_odd,1.0,0.5,1.3112731164655074,2.3704269104167,0.4153615429784011,1.9550653674382987,0.31127311646550737,0.0
compressed_v3,K_T,valley_odd,1.0,0.5,3.1035106275699014,3.1035106275699014,-0.4629127581469474,3.5664233857168486,2.1035106275699005,0.0
compressed_v3,total,valley_odd,1.0,0.5,1.2624759211562424,1.2624759211562424,0.045844228235713574,1.2166316929205288,0.26247592115624185,0.0
compressed_v3,K_B,valley_odd,2.0,0.5,1.1245092465862028,1.1245092465862028,0.05920311411221759,1.0653061324739852,0.12450924658620297,0.0
compressed_v3,K_T,valley_odd,2.0,0.5,1.8414042510279607,1.8414042510279607,-1.3607034122867367,3.202107663314697,0.8414042510279603,0.0
compressed_v3,total,valley_odd,2.0,0.5,1.1049903684624967,1.1049903684624967,-0.5318544854350148,1.6368448538975113,0.1049903684624968,0.0
